date;value
2021-07-16;0.244907875
2021-07-16;0.244908048
2021-07-16;0.244907442
2021-07-16;0.244907572
2021-07-16;0.244907269
2021-07-16;0.244907962
2021-07-16;0.244907529
2021-07-16;0.244908611
2021-07-16;0.244908222
2021-07-16;0.244907486
2021-07-16;0.244908178
2021-07-16;0.244908222
2021-07-16;0.244908222
2021-07-16;0.244907312
2021-07-16;0.244907356
2021-07-16;0.244907616
2021-07-16;0.244907226
2021-07-16;0.24490636
2021-07-16;0.24490662
2021-07-16;0.244907009
2021-07-16;0.244907183
2021-07-16;0.244907183
2021-07-16;0.244907053
2021-07-16;0.244906793
2021-07-16;0.24490662
2021-07-16;0.244893221
2021-07-16;0.244987068
2021-07-16;0.245191457
2021-07-16;0.2453953
2021-07-16;0.245599162
2021-07-16;0.245751956
2021-07-16;0.245904233
2021-07-16;0.246157909
2021-07-16;0.246258936
2021-07-16;0.246461255
2021-07-16;0.246611796
2021-07-16;0.246763576
2021-07-16;0.246914182
2021-07-16;0.247065422
2021-07-16;0.247164772
2021-07-16;0.247214855
2021-07-16;0.247289804
2021-07-16;0.247339448
2021-07-16;0.247413734
2021-07-16;0.24746324
2021-07-16;0.247537472
2021-07-16;0.247586531
2021-07-16;0.247660088
2021-07-16;0.247684537
2021-07-16;0.24761093
2021-07-16;0.247561839
2021-07-16;0.247512506
2021-07-16;0.24746324
2021-07-16;0.247413734
2021-07-16;0.247364295
2021-07-16;0.247314617
2021-07-16;0.247264702
2021-07-16;0.247214855
2021-07-16;0.247164772
2021-07-16;0.247139756
2021-07-16;0.247014331
2021-07-17;0.246964525
2021-07-17;0.246864515
2021-07-17;0.246763576
2021-07-17;0.246712911
2021-07-17;0.246611796
2021-07-17;0.246510965
2021-07-17;0.246410418
2021-07-17;0.24636025
2021-07-17;0.246258936
2021-07-17;0.246207792
2021-07-17;0.246157909
2021-07-17;0.246056576
2021-07-17;0.246005132
2021-07-17;0.245904233
2021-07-17;0.245853598
2021-07-17;0.245853598
2021-07-17;0.245751956
2021-07-17;0.245650605
2021-07-17;0.245599162
2021-07-17;0.245497084
2021-07-17;0.245447028
2021-07-17;0.2453953
2021-07-17;0.24529323
2021-07-17;0.24529323
2021-07-17;0.245191457
2021-07-17;0.24514068
2021-07-17;0.245089401
2021-07-17;0.245038197
2021-07-17;0.244987068
2021-07-17;0.244936014
2021-07-17;0.244884461
2021-07-17;0.244833556
2021-07-17;0.244893221
2021-07-17;0.244912853
2021-07-17;0.244914022
2021-07-17;0.244916729
2021-07-17;0.244913979
2021-07-17;0.244915104
2021-07-17;0.244912724
2021-07-17;0.244913027
2021-07-17;0.244914585
2021-07-17;0.244914974
2021-07-17;0.244913243
2021-07-17;0.244913546
2021-07-17;0.244914065
2021-07-17;0.244914065
2021-07-17;0.24491767
2021-07-17;0.244914412
2021-07-17;0.244912507
2021-07-17;0.244914974
2021-07-17;0.244912464
2021-07-17;0.244913416
2021-07-17;0.244911338
2021-07-17;0.244915277
2021-07-17;0.244912464
2021-07-17;0.244911468
2021-07-17;0.244914628
2021-07-17;0.244913892
2021-07-17;0.244912247
2021-07-17;0.244916595
2021-07-17;0.24491333
2021-07-17;0.244913503
2021-07-17;0.244912334
2021-07-17;0.244913459
2021-07-17;0.244912637
2021-07-17;0.244914541
2021-07-17;0.244911338
2021-07-17;0.244914541
2021-07-17;0.244913459
2021-07-17;0.24491294
2021-07-17;0.244911598
2021-07-17;0.244912594
2021-07-17;0.244911598
2021-07-17;0.244914109
2021-07-17;0.244912594
2021-07-17;0.244915061
2021-07-17;0.244912594
2021-07-17;0.244911555
2021-07-17;0.24491255
2021-07-17;0.244914585
2021-07-17;0.244911555
2021-07-17;0.244915407
2021-07-17;0.244912074
2021-07-17;0.244914412
2021-07-17;0.24491655
2021-07-17;0.24491281
2021-07-17;0.244913156
2021-07-17;0.244913979
2021-07-17;0.244912507
2021-07-17;0.244913589
2021-07-17;0.244916505
2021-07-17;0.244912464
2021-07-17;0.244912161
2021-07-17;0.244912161
2021-07-17;0.244912031
2021-07-17;0.244914931
2021-07-17;0.244912464
2021-07-17;0.244911208
2021-07-17;0.244916953
2021-07-17;0.244911728
2021-07-17;0.244912724
2021-07-17;0.244913935
2021-07-17;0.244915321
2021-07-17;0.244913546
2021-07-17;0.244913027
2021-07-17;0.244914282
2021-07-17;0.244912421
2021-07-17;0.244911944
2021-07-17;0.24491571
2021-07-17;0.244912377
2021-07-17;0.244914412
2021-07-17;0.244911944
2021-07-17;0.244913459
2021-07-17;0.244911901
2021-07-17;0.244913113
2021-07-17;0.244911901
2021-07-17;0.244916326
2021-07-17;0.24491558
2021-07-17;0.244916057
2021-07-17;0.244913416
2021-07-18;0.244911382
2021-07-18;0.244912637
2021-07-18;0.244911641
2021-07-18;0.244911901
2021-07-18;0.244913806
2021-07-18;0.244912291
2021-07-18;0.244911988
2021-07-18;0.244913806
2021-07-18;0.244912897
2021-07-18;0.244913762
2021-07-18;0.244914715
2021-07-18;0.244911598
2021-07-18;0.244913373
2021-07-18;0.244915104
2021-07-18;0.244910992
2021-07-18;0.244912853
2021-07-18;0.244914022
2021-07-18;0.244913719
2021-07-18;0.244911555
2021-07-18;0.244913719
2021-07-18;0.244914022
2021-07-18;0.244911295
2021-07-18;0.244913632
2021-07-18;0.24491255
2021-07-18;0.244913979
2021-07-18;0.244911771
2021-07-18;0.244912767
2021-07-18;0.244911252
2021-07-18;0.244911858
2021-07-18;0.244910992
2021-07-18;0.244912464
2021-07-18;0.244912724
2021-07-18;0.244912118
2021-07-18;0.244911858
2021-07-18;0.244910646
2021-07-18;0.244911425
2021-07-18;0.244910429
2021-07-18;0.244911208
2021-07-18;0.244911468
2021-07-18;0.248354089
2021-07-18;0.248354089
2021-07-18;0.248354089
2021-07-18;0.248354089
2021-07-18;0.248354089
2021-07-18;0.248354089
2021-07-18;0.248354089
2021-07-18;0.248354089
2021-07-18;0.248354089
2021-07-18;0.248354089
2021-07-18;0.248354089
2021-07-18;0.244968482
2021-07-18;0.248354089
2021-07-18;0.248354089
2021-07-18;0.244917894
2021-07-18;0.244911425
2021-07-18;0.244913892
2021-07-18;0.244905841
2021-07-18;0.244905841
2021-07-18;0.244906014
2021-07-18;0.244906014
2021-07-18;0.244906533
2021-07-18;0.24490688
2021-07-18;0.244907745
2021-07-18;0.244908654
2021-07-18;0.244908005
2021-07-18;0.244909477
2021-07-18;0.244907183
2021-07-18;0.244906923
2021-07-18;0.244907659
2021-07-18;0.244908222
2021-07-18;0.244908958
2021-07-18;0.244908698
2021-07-18;0.244908958
2021-07-18;0.244908265
2021-07-18;0.244910343
2021-07-18;0.24490952
2021-07-18;0.244908265
2021-07-18;0.244908525
2021-07-18;0.244907875
2021-07-18;0.244909217
2021-07-18;0.244909174
2021-07-18;0.244910386
2021-07-18;0.244910213
2021-07-18;0.244910732
2021-07-18;0.244911425
2021-07-18;0.244910905
2021-07-18;0.244912421
2021-07-18;0.244911555
2021-07-18;0.244911598
2021-07-18;0.244911598
2021-07-18;0.244914498
2021-07-18;0.244912161
2021-07-18;0.244911252
2021-07-18;0.244911468
2021-07-18;0.24491294
2021-07-18;0.244906663
2021-07-18;0.244912204
2021-07-18;0.244913806
2021-07-18;0.244918477
2021-07-18;0.244913632
2021-07-18;0.244917894
2021-07-18;0.244914974
2021-07-18;0.244917043
2021-07-18;0.244917357
2021-07-18;0.244913892
2021-07-18;0.244916595
2021-07-18;0.244917939
2021-07-18;0.244917133
2021-07-18;0.244918477
2021-07-18;0.244917894
2021-07-18;0.244916147
2021-07-18;0.244917133
2021-07-18;0.244923361
2021-07-18;0.244920717
2021-07-18;0.244920673
2021-07-18;0.244923271
2021-07-18;0.244917446
2021-07-18;0.244920135
2021-07-18;0.244924078
2021-07-18;0.244924571
2021-07-19;0.244919463
2021-07-19;0.244917984
2021-07-19;0.244927259
2021-07-19;0.244918567
2021-07-19;0.244923271
2021-07-19;0.244919194
2021-07-19;0.244927259
2021-07-19;0.244919239
2021-07-19;0.244920807
2021-07-19;0.24492018
2021-07-19;0.244922644
2021-07-19;0.244916192
2021-07-19;0.244921927
2021-07-19;0.244927349
2021-07-19;0.244922644
2021-07-19;0.244927857
2021-07-19;0.244921569
2021-07-19;0.244922734
2021-07-19;0.244920852
2021-07-19;0.244926318
2021-07-19;0.244919239
2021-07-19;0.244923451
2021-07-19;0.244922644
2021-07-19;0.244924257
2021-07-19;0.244912031
2021-07-19;0.24492018
2021-07-19;0.244923451
2021-07-19;0.244921569
2021-07-19;0.244917312
2021-07-19;0.244919597
2021-07-19;0.244917222
2021-07-19;0.244916236
2021-07-19;0.244923495
2021-07-19;0.244921614
2021-07-19;0.244913849
2021-07-19;0.24491558
2021-07-19;0.244916236
2021-07-19;0.244915797
2021-07-19;0.244915797
2021-07-19;0.244913979
2021-07-19;0.244913806
2021-07-19;0.244913935
2021-07-19;0.244913113
2021-07-19;0.244913762
2021-07-19;0.244914368
2021-07-19;0.244911771
2021-07-19;0.244912637
2021-07-19;0.244915797
2021-07-19;0.244912031
2021-07-19;0.244913156
2021-07-19;0.244911815
2021-07-19;0.244913113
2021-07-19;0.244912334
2021-07-19;0.244914758
2021-07-19;0.244913156
2021-07-19;0.244913979
2021-07-19;0.244916326
2021-07-19;0.244913849
2021-07-19;0.244910819
2021-07-19;0.244914801
2021-07-19;0.24491281
2021-07-19;0.244913849
2021-07-19;0.244916864
2021-07-19;0.244914412
2021-07-19;0.244912118
2021-07-19;0.244912118
2021-07-19;0.244911858
2021-07-19;0.244910819
2021-07-19;0.244912421
2021-07-19;0.24491017
2021-07-19;0.244909001
2021-07-19;0.244909564
2021-07-19;0.244908784
2021-07-19;0.244911728
2021-07-19;0.244911468
2021-07-19;0.244911468
2021-07-19;0.244911252
2021-07-19;0.244915147
2021-07-19;0.244908958
2021-07-19;0.244914671
2021-07-19;0.244913546
2021-07-19;0.244915018
2021-07-19;0.244916998
2021-07-19;0.244918074
2021-07-19;0.244893221
2021-07-19;0.245089401
2021-07-19;0.245191457
2021-07-19;0.245447028
2021-07-19;0.245599162
2021-07-19;0.245802446
2021-07-19;0.246005132
2021-07-19;0.246207792
2021-07-19;0.24636025
2021-07-19;0.246561945
2021-07-19;0.246763576
2021-07-19;0.246864515
2021-07-19;0.246864515
2021-07-19;0.246813708
2021-07-19;0.246763576
2021-07-19;0.246662919
2021-07-19;0.246611796
2021-07-19;0.246561945
2021-07-19;0.246510965
2021-07-19;0.246461255
2021-07-19;0.24636025
2021-07-19;0.246308961
2021-07-19;0.246258936
2021-07-19;0.246207792
2021-07-19;0.246157909
2021-07-19;0.24610691
2021-07-19;0.246056576
2021-07-19;0.246005132
2021-07-19;0.245954942
2021-07-19;0.245904233
2021-07-19;0.245904233
2021-07-19;0.245802446
2021-07-19;0.245751956
2021-07-19;0.245751956
2021-07-19;0.245700951
2021-07-19;0.245700951
2021-07-20;0.245650605
2021-07-20;0.245548378
2021-07-20;0.245497084
2021-07-20;0.245497084
2021-07-20;0.2453953
2021-07-20;0.2453953
2021-07-20;0.245344808
2021-07-20;0.24529323
2021-07-20;0.245242885
2021-07-20;0.245242885
2021-07-20;0.245191457
2021-07-20;0.245191457
2021-07-20;0.24514068
2021-07-20;0.245089401
2021-07-20;0.245089401
2021-07-20;0.245038197
2021-07-20;0.245038197
2021-07-20;0.244936014
2021-07-20;0.244936014
2021-07-20;0.244936014
2021-07-20;0.244884461
2021-07-20;0.244833556
2021-07-20;0.244893221
2021-07-20;0.244893221
2021-07-20;0.244918253
2021-07-20;0.244920404
2021-07-20;0.244917357
2021-07-20;0.244916819
2021-07-20;0.244917312
2021-07-20;0.244919239
2021-07-20;0.244920897
2021-07-20;0.244919508
2021-07-20;0.244924212
2021-07-20;0.244919463
2021-07-20;0.244923227
2021-07-20;0.244924481
2021-07-20;0.244921748
2021-07-20;0.244917939
2021-07-20;0.244921658
2021-07-20;0.244920628
2021-07-20;0.2449213
2021-07-20;0.244919284
2021-07-20;0.244923809
2021-07-20;0.244921524
2021-07-20;0.244918343
2021-07-20;0.244917177
2021-07-20;0.244918253
2021-07-20;0.244926677
2021-07-20;0.244920359
2021-07-20;0.244928133
2021-07-20;0.244922868
2021-07-20;0.244918208
2021-07-20;0.244926587
2021-07-20;0.244922779
2021-07-20;0.244923585
2021-07-20;0.244917626
2021-07-20;0.24491897
2021-07-20;0.244919642
2021-07-20;0.244921972
2021-07-20;0.244919597
2021-07-20;0.244923495
2021-07-20;0.244920897
2021-07-20;0.244923899
2021-07-20;0.244917043
2021-07-20;0.244919552
2021-07-20;0.244923809
2021-07-20;0.244922644
2021-07-20;0.244922734
2021-07-20;0.24492018
2021-07-20;0.244921927
2021-07-20;0.244918925
2021-07-20;0.244920135
2021-07-20;0.244921927
2021-07-20;0.244923451
2021-07-20;0.244923451
2021-07-20;0.244922644
2021-07-20;0.24492466
2021-07-20;0.244920807
2021-07-20;0.244923361
2021-07-20;0.244923451
2021-07-20;0.244923361
2021-07-20;0.244923361
2021-07-20;0.244924571
2021-07-20;0.244923451
2021-07-20;0.244921121
2021-07-20;0.244921121
2021-07-20;0.244925422
2021-07-20;0.244928871
2021-07-20;0.244923361
2021-07-20;0.244923675
2021-07-20;0.244924571
2021-07-20;0.244926229
2021-07-20;0.244920717
2021-07-20;0.244923271
2021-07-20;0.244932746
2021-07-20;0.244924481
2021-07-20;0.244920807
2021-07-20;0.244920717
2021-07-20;0.244925422
2021-07-20;0.24492242
2021-07-20;0.244923227
2021-07-20;0.244931454
2021-07-20;0.244919373
2021-07-20;0.244921703
2021-07-20;0.244925288
2021-07-20;0.244923227
2021-07-20;0.24492354
2021-07-20;0.244923227
2021-07-20;0.244920986
2021-07-20;0.24492758
2021-07-20;0.244920942
2021-07-20;0.244924347
2021-07-20;0.244921614
2021-07-20;0.244921614
2021-07-20;0.244924347
2021-07-20;0.244924257
2021-07-20;0.244926453
2021-07-20;0.244927395
2021-07-20;0.244929333
